player_id,player_name,date,value_eur,lower_eur,upper_eur,source,team_id,team_name,is_period_start
184533,Koke,2014-12-31,65540000,49160000,81930000,scisports,9906,"Atletico Madrid",t
184533,Koke,2015-06-30,59750000,44820000,74690000,scisports,9906,"Atletico Madrid",f
184533,Koke,2015-12-31,53970000,40480000,67460000,scisports,9906,"Atletico Madrid",f
184533,Koke,2016-06-30,52170000,39130000,65220000,scisports,9906,"Atletico Madrid",f
184533,Koke,2016-12-31,50380000,37780000,62970000,scisports,9906,"Atletico Madrid",f
184533,Koke,2017-06-30,51200000,38400000,64010000,scisports,9906,"Atletico Madrid",f
184533,Koke,2017-12-31,52030000,39020000,65040000,scisports,9906,"Atletico Madrid",f
184533,Koke,2018-06-30,54760000,41070000,68440000,scisports,9906,"Atletico Madrid",f
184533,Koke,2018-12-31,57480000,43110000,71850000,scisports,9906,"Atletico Madrid",f
184533,Koke,2019-06-30,44350000,33260000,55440000,scisports,9906,"Atletico Madrid",f
184533,Koke,2019-12-31,31230000,23420000,39030000,scisports,9906,"Atletico Madrid",f
184533,Koke,2020-06-30,34900000,26180000,43630000,scisports,9906,"Atletico Madrid",f
184533,Koke,2020-12-31,38570000,28930000,48220000,scisports,9906,"Atletico Madrid",f
184533,Koke,2021-06-30,46500000,34870000,58120000,scisports,9906,"Atletico Madrid",f
184533,Koke,2021-10-31,54420000,40820000,68030000,scisports,9906,"Atletico Madrid",f
184533,Koke,2021-11-30,54690000,41020000,68370000,scisports,9906,"Atletico Madrid",f
184533,Koke,2021-12-31,53330000,40000000,66660000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-01-31,50970000,38230000,63710000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-02-28,46200000,34650000,57760000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-03-31,43570000,32680000,54470000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-04-30,39570000,29680000,49460000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-05-31,37590000,28190000,46990000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-06-30,35120000,26340000,43900000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-07-31,33510000,25130000,41880000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-08-31,31410000,23560000,39270000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-09-04,28740000,21550000,35920000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-09-30,27430000,20570000,34280000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-10-31,26340000,19760000,32930000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-11-30,26370000,19780000,32960000,scisports,9906,"Atletico Madrid",f
184533,Koke,2022-12-31,26240000,19680000,32800000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-01-31,25770000,19330000,32210000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-02-28,25450000,19090000,31820000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-03-31,25240000,18930000,31550000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-04-30,25090000,18820000,31360000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-05-31,24890000,18660000,31110000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-06-30,21880000,16410000,27350000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-07-31,20070000,15050000,25080000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-09-01,17590000,13190000,21980000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-09-30,16030000,12020000,20030000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-10-31,15370000,11530000,19210000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-11-30,14900000,11180000,18630000,scisports,9906,"Atletico Madrid",f
184533,Koke,2023-12-31,12790000,9600000,15990000,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-01-31,9600000,8160000,11040000,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-02-29,8374167,7118042,9630292,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-03-31,7396500,6287025,8505975,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-04-30,7368056,6262848,8473265,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-05-31,8016886,6814353,9219420,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-06-30,6814353,5792200,7836505,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-07-31,5934413,5044251,6824575,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-08-31,5283761,4491197,6076325,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-09-30,5290049,4496542,6083557,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-10-31,5706745,4850733,6562756,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-11-30,6562756,5578342,7547169,scisports,9906,"Atletico Madrid",f
184533,Koke,2024-12-31,6061141,5151969,6970312,scisports,9906,"Atletico Madrid",f
184533,Koke,2025-01-30,5937181,5046604,6827758,scisports,9906,"Atletico Madrid",f
184533,Koke,2025-02-27,6093333,5179333,7007332,scisports,9906,"Atletico Madrid",f
184533,Koke,2025-03-30,6093333,5179333,7007332,scisports,9906,"Atletico Madrid",f
184533,Koke,2025-04-30,5344214,4542582,6145847,scisports,9906,"Atletico Madrid",f
184533,Koke,2025-05-31,5240719,4454611,6026827,scisports,9906,"Atletico Madrid",f
184533,Koke,2025-07-01,4101624,3281299,4921949,scisports,9906,"Atletico Madrid",f
184533,Koke,2025-08-01,4101624,3281299,4921949,scisports,9906,"Atletico Madrid",f
